chr	start	end	pct_AST	pct_nonAST	mean_AST	mean_nonAST	log2FC
chr8	125733789	125734635	0.013	0.014	0.019	0.032	-0.528
chr8	125742357	125743082	0.013	0.002	0.019	0.006	0.89
chr8	125756532	125757423	0.006	0.003	0.013	0.009	0.262
chr8	125870514	125871375	0.038	0.007	0.094	0.017	1.964
chr8	125880162	125881019	0	0.001	0	0.007	-0.723
chr8	125897932	125898521	0.006	0	0.006	0	0.638
chr8	125898647	125899393	0.006	0.004	0.019	0.008	0.689
chr8	125935357	125936237	0.025	0.01	0.05	0.018	1.1
chr8	125950033	125950934	0.013	0.018	0.019	0.039	-0.765
chr8	125955418	125956220	0	0.004	0	0.008	-0.877
chr8	125956743	125957502	0	0.005	0	0.009	-0.913
chr8	126072910	126073794	0.013	0.007	0.019	0.013	0.327
chr8	126075129	126076015	0.006	0.002	0.013	0.005	0.624
chr8	126081118	126081972	0.031	0.007	0.075	0.015	1.781
chr8	126138556	126139483	0.006	0.005	0.019	0.008	0.652
chr8	126257856	126258747	0.019	0.006	0.038	0.012	1.112
chr8	126266813	126267676	0.006	0.004	0.013	0.007	0.452
chr8	126272720	126273651	0.006	0.001	0.006	0.002	0.458
chr8	126274839	126275710	0	0.006	0	0.013	-1.232
chr8	126297105	126297952	0	0.007	0	0.015	-1.315
chr8	126308786	126309685	0	0.006	0	0.013	-1.232
chr8	126391534	126392253	0.006	0.003	0.025	0.005	1.263
chr8	126422017	126422880	0	0.017	0	0.036	-2.195
chr8	126474346	126475048	0.006	0.007	0.013	0.014	-0.113
chr8	126481442	126482294	0.006	0.005	0.013	0.01	0.159
chr8	126482837	126483644	0.019	0.004	0.031	0.007	1.249
chr8	126497411	126498196	0	0.008	0	0.014	-1.288
chr8	126826233	126827121	0	0.003	0	0.006	-0.682
chr8	126849301	126850256	0	0.003	0	0.007	-0.763
chr8	126872394	126873235	0	0.003	0	0.009	-0.913
chr8	126883992	126884883	0.013	0.005	0.038	0.009	1.307
chr8	126920641	126921520	0.013	0.01	0.025	0.025	0.021
chr8	126929273	126930160	0.006	0.004	0.013	0.01	0.192
chr8	126945598	126946548	0	0.006	0	0.01	-1.016
chr8	126970682	126971726	0.013	0.012	0.044	0.027	0.548
chr8	126975428	126976236	0.019	0.005	0.025	0.009	0.865
chr8	126976357	126976943	0.006	0.002	0.006	0.002	0.402
chr8	127063297	127064320	0.019	0.009	0.031	0.018	0.583
chr8	127254275	127255193	0.006	0.002	0.013	0.005	0.624
chr8	127268465	127269178	0	0.001	0	0.002	-0.302
chr8	127330359	127331091	0.013	0.004	0.013	0.007	0.373
chr8	127379288	127380224	0.019	0.006	0.038	0.011	1.174
chr8	127706158	127707123	0.006	0.004	0.006	0.007	-0.098
chr8	127994730	127995617	0.013	0.004	0.025	0.008	0.937
chr8	128024856	128025755	0	0.005	0	0.013	-1.203
chr8	128219374	128220245	0.006	0.004	0.006	0.01	-0.312
chr8	128272662	128273580	0.006	0.004	0.006	0.008	-0.173
chr8	128491401	128492262	0	0.007	0	0.013	-1.203
chr8	128519190	128520005	0.006	0.008	0.013	0.017	-0.269
chr8	128528384	128529371	0.006	0.004	0.013	0.009	0.227
chr8	128534265	128535173	0	0.004	0	0.009	-0.913
chr8	128551085	128551993	0.006	0.013	0.019	0.027	-0.357
chr8	128654260	128655153	0.013	0.006	0.019	0.011	0.448
chr8	128660249	128661168	0	0.004	0	0.007	-0.763
chr8	128685334	128686123	0.025	0.013	0.044	0.027	0.548
chr8	128709021	128709861	0.006	0.005	0.013	0.01	0.192
chr8	128724612	128725487	0.031	0.008	0.075	0.018	1.627
chr8	128941081	128941908	0.019	0.013	0.031	0.026	0.221
chr8	129233793	129234725	0.019	0.019	0.038	0.04	-0.066
chr8	129263122	129264051	0.031	0.015	0.057	0.033	0.615
chr9	3258438	3259434	0.019	0.006	0.038	0.012	1.143
chr9	3325991	3326874	0.013	0.007	0.038	0.013	1.024
chr9	3335048	3335978	0.031	0.026	0.069	0.06	0.188
chr9	3403477	3404397	0.038	0.014	0.075	0.029	1.121
chr9	3451464	3452263	0	0.004	0	0.007	-0.763
chr9	3469385	3470232	0.006	0.003	0.013	0.007	0.452
chr9	3532764	3533510	0.019	0.012	0.05	0.024	0.82
chr9	3902338	3903145	0	0.005	0	0.009	-0.948
chr9	4134018	4134951	0.006	0.005	0.013	0.01	0.192
chr9	4309209	4310118	0.038	0.034	0.063	0.072	-0.163
chr9	4375988	4376889	0.063	0.042	0.132	0.093	0.464
chr9	4442767	4443601	0.019	0.005	0.044	0.008	1.593
chr9	4453847	4454686	0.006	0.004	0.013	0.008	0.298
chr9	4536546	4537409	0.025	0.011	0.05	0.021	0.964
chr9	4635432	4636329	0	0.003	0	0.01	-0.983
chr9	5412428	5413315	0	0.004	0	0.013	-1.203
chr9	5482399	5483346	0.006	0.006	0.013	0.011	0.094
chr9	5577495	5578335	0	0.004	0	0.007	-0.802
chr9	5629467	5630367	0	0.006	0	0.012	-1.143
chr9	5634689	5635603	0.013	0.013	0.025	0.031	-0.227
chr9	5668905	5669856	0	0.007	0	0.014	-1.288
chr9	5928072	5928933	0.006	0.005	0.025	0.013	0.582
chr9	5968468	5969388	0.006	0.003	0.013	0.006	0.493
chr9	6168096	6168958	0.025	0.018	0.063	0.035	0.685
chr9	6214054	6214906	0	0.006	0	0.013	-1.203
chr9	6319386	6320146	0.006	0.004	0.063	0.007	2.064
chr9	6407750	6408634	0.006	0.008	0.025	0.015	0.499
chr9	6559480	6560252	0	0.002	0	0.006	-0.682
chr9	6668104	6669017	0.044	0.032	0.088	0.063	0.421
chr9	6676640	6677516	0	0.006	0	0.011	-1.081
chr9	6726254	6727093	0.013	0.006	0.013	0.012	0.032
chr9	6910323	6911117	0	0.003	0	0.007	-0.723
chr9	6951380	6952101	0	0.005	0	0.007	-0.763
chr9	6985907	6986827	0	0.008	0	0.016	-1.368
chr9	7025516	7026450	0.006	0.004	0.013	0.008	0.335
chr9	7050433	7051213	0.006	0.003	0.006	0.006	0.064
chr9	7085822	7086574	0.006	0.005	0.013	0.009	0.227
chr9	7110063	7110926	0.006	0.006	0.013	0.011	0.094
chr9	7146888	7147753	0.006	0.007	0.013	0.013	-0.028
chr9	7176562	7177489	0.031	0.021	0.088	0.05	0.715
chr9	7184039	7184939	0.019	0.012	0.038	0.026	0.406
chr9	7216095	7216959	0.019	0.005	0.031	0.01	1.035
chr9	7554131	7554987	0.006	0.013	0.013	0.025	-0.617
chr9	7594966	7595855	0.069	0.04	0.138	0.089	0.58
chr9	7603162	7603972	0.038	0.027	0.082	0.056	0.48
chr9	7638855	7639697	0.006	0.002	0.013	0.007	0.412
chr9	7689763	7690626	0	0.007	0	0.011	-1.081
chr9	7713853	7714664	0.025	0.013	0.038	0.024	0.502
chr9	7763528	7764433	0.038	0.03	0.069	0.074	-0.084
chr9	7772184	7773039	0.006	0.008	0.013	0.018	-0.293
chr9	7829383	7830141	0	0.005	0	0.01	-0.983
chr9	7836582	7837483	0.013	0.016	0.025	0.035	-0.352
chr9	7855112	7855996	0.019	0.02	0.038	0.039	-0.039
chr9	7872525	7873404	0.019	0.009	0.031	0.018	0.583
chr9	7897338	7898213	0.013	0.008	0.025	0.016	0.446
chr9	7914180	7915062	0.025	0.015	0.057	0.033	0.647
chr9	8042384	8043244	0.013	0.026	0.019	0.048	-1.004
chr9	8059344	8060245	0	0.007	0	0.013	-1.232
chr9	8075293	8076157	0	0.004	0	0.008	-0.877
chr9	8077768	8078673	0.013	0.004	0.025	0.009	0.865
chr9	8092385	8093230	0.013	0.002	0.038	0.003	1.849
chr9	8133868	8134790	0	0.013	0	0.026	-1.849
chr9	8208673	8209579	0.006	0.011	0.025	0.022	0.122
chr9	8592253	8593197	0.013	0.006	0.038	0.013	1.024
chr9	8700504	8701353	0.013	0.025	0.019	0.052	-1.094
chr9	8745933	8746910	0	0.004	0	0.008	-0.877
chr9	8813779	8814521	0.006	0.007	0.013	0.013	-0.057
chr9	8831380	8832284	0.006	0.004	0.013	0.008	0.335
chr9	8899771	8900685	0.025	0.009	0.057	0.018	1.243
chr9	8930633	8931488	0	0.005	0	0.01	-0.983
chr9	8964338	8965215	0.025	0.016	0.05	0.035	0.412
chr9	8969968	8970834	0.006	0.006	0.013	0.013	-0.028
chr9	9042100	9042941	0	0.004	0	0.008	-0.84
chr9	9050954	9051860	0.006	0.008	0.013	0.018	-0.293
chr9	9083267	9084073	0.006	0.006	0.013	0.011	0.094
chr9	9194192	9195039	0.006	0.004	0.013	0.008	0.298
chr9	9238596	9239414	0.025	0.021	0.05	0.039	0.298
chr9	9312078	9312956	0.013	0.003	0.025	0.007	1.012
chr9	9315882	9316821	0.006	0.009	0.013	0.018	-0.317
chr9	9372290	9373162	0.025	0.008	0.05	0.015	1.251
chr9	9513576	9514428	0.006	0.004	0.013	0.01	0.192
chr9	9582879	9583774	0	0.011	0	0.023	-1.713
chr9	9595301	9596190	0.006	0.004	0.013	0.011	0.126
chr9	9755074	9755872	0.006	0.003	0.006	0.008	-0.173
chr9	9878021	9878882	0.006	0.003	0.013	0.008	0.335
chr9	9882749	9883592	0.013	0.003	0.038	0.006	1.615
chr9	9920341	9921103	0.006	0.004	0.013	0.005	0.579
chr9	10055371	10056236	0.019	0.003	0.031	0.007	1.328
chr9	10231804	10232647	0	0.004	0	0.009	-0.913
chr9	10255509	10256276	0.013	0.004	0.025	0.012	0.701
chr9	10256331	10257315	0.019	0.005	0.05	0.01	1.576
chr9	10269064	10269945	0.019	0.013	0.038	0.026	0.424
chr9	10275133	10276066	0	0.005	0	0.011	-1.081
chr9	10324501	10325382	0.019	0.014	0.031	0.03	0.043
chr9	10339752	10340441	0.006	0.005	0.006	0.009	-0.245
chr9	10417655	10418498	0.006	0.003	0.013	0.008	0.335
chr9	10468064	10468918	0.006	0.003	0.006	0.006	0.064
chr9	10646558	10647439	0	0.004	0	0.01	-0.983
chr9	10665355	10666288	0	0.003	0	0.006	-0.64
chr9	10791901	10792713	0	0.004	0	0.011	-1.049
chr9	10796929	10797761	0.006	0.011	0.013	0.023	-0.538
chr9	10856176	10857069	0.013	0.006	0.025	0.011	0.733
chr9	10879648	10880507	0.006	0.005	0.013	0.011	0.126
chr9	10889510	10890426	0.031	0.003	0.057	0.006	2.096
chr9	10895636	10896563	0.013	0.005	0.025	0.007	1.012
chr9	10904525	10905403	0.006	0.006	0.013	0.011	0.126
chr9	10909372	10910327	0.006	0.016	0.013	0.033	-0.945
chr9	10915185	10916095	0.006	0.003	0.013	0.008	0.335
chr9	10934009	10934796	0	0.003	0	0.007	-0.763
chr9	11236164	11237059	0.006	0.005	0.006	0.011	-0.345
chr9	11256853	11257742	0.006	0.004	0.006	0.01	-0.279
chr9	11270180	11271016	0.006	0.004	0.013	0.011	0.126
chr9	11339528	11340447	0.006	0.006	0.013	0.013	0.002
chr9	11434889	11435733	0.006	0.007	0.013	0.013	-0.028
chr9	11661817	11662682	0.006	0.005	0.013	0.009	0.227
chr9	11668507	11669367	0.006	0.002	0.025	0.003	1.407
chr9	11714104	11715105	0.019	0.002	0.063	0.005	2.27
chr9	11846670	11847599	0	0.005	0	0.012	-1.143
chr9	11914882	11915791	0.019	0.003	0.05	0.007	1.869
chr9	12156956	12157806	0	0.004	0	0.007	-0.763
chr9	12236180	12237052	0.013	0.003	0.038	0.005	1.704
chr9	12359570	12360447	0	0.001	0	0.002	-0.302
chr9	12398871	12399778	0	0.004	0	0.009	-0.913
chr9	12400050	12400948	0.006	0.002	0.025	0.004	1.31
chr9	12415869	12416792	0.006	0.003	0.013	0.006	0.493
chr9	12482095	12482840	0	0.003	0	0.007	-0.763
chr9	12607534	12608471	0	0.004	0	0.008	-0.877
chr9	12627622	12628632	0	0.006	0	0.013	-1.203
chr9	13052894	13053809	0	0.005	0	0.011	-1.049
chr9	13195171	13195896	0.006	0.012	0.013	0.023	-0.538
chr9	13231038	13231951	0.025	0.006	0.038	0.01	1.272
chr9	13246552	13247392	0.019	0.013	0.031	0.028	0.112
chr9	13296155	13297041	0.038	0.008	0.075	0.019	1.58
chr9	13297759	13298568	0	0.005	0	0.009	-0.948
chr9	13424960	13425966	0.019	0.006	0.044	0.013	1.26
chr9	13652641	13653493	0.006	0.002	0.013	0.003	0.82
chr9	13681416	13682323	0.019	0.006	0.031	0.011	0.97
chr9	13716031	13716836	0	0.006	0	0.012	-1.143
chr9	13748708	13749628	0.013	0.011	0.019	0.022	-0.142
chr9	13827012	13827896	0.025	0.037	0.063	0.079	-0.296
chr9	13848688	13849636	0.006	0.004	0.006	0.009	-0.209
chr9	13889405	13890305	0.013	0.009	0.025	0.019	0.298
chr9	13931802	13932747	0.013	0.003	0.038	0.007	1.492
chr9	14024011	14024599	0.006	0.003	0.006	0.004	0.248
chr9	14075126	14076032	0.013	0.008	0.025	0.015	0.472
chr9	14089539	14090449	0.006	0.006	0.013	0.01	0.159
chr9	14173537	14174518	0.006	0.009	0.013	0.02	-0.387
chr9	14179478	14180314	0	0.003	0	0.007	-0.763
chr9	14275671	14276580	0.019	0.02	0.031	0.038	-0.215
chr9	14365265	14366110	0	0.007	0	0.016	-1.393
chr9	14380545	14381422	0.013	0.012	0.025	0.024	0.061
chr9	14388655	14389490	0.025	0.005	0.063	0.008	1.989
chr9	14440248	14441085	0.038	0.004	0.069	0.008	2.145
chr9	14500081	14501006	0.019	0.02	0.044	0.044	0.009
chr9	14512890	14513724	0.006	0.004	0.006	0.01	-0.279
chr9	14523410	14524305	0.006	0.016	0.013	0.035	-1.006
chr9	14614398	14615269	0.006	0.008	0.013	0.015	-0.14
chr9	14698670	14699572	0.019	0.016	0.038	0.039	-0.025
chr9	14705611	14706538	0.006	0.006	0.038	0.013	1.052
chr9	14714516	14715511	0.006	0.004	0.013	0.009	0.227
chr9	14751330	14752211	0.031	0.006	0.069	0.013	1.812
chr9	14764485	14765382	0.006	0.007	0.013	0.013	-0.028
chr9	14784289	14785170	0.038	0.031	0.075	0.063	0.223
chr9	14849182	14850095	0.006	0.003	0.013	0.005	0.579
chr9	14859621	14860644	0.006	0.007	0.025	0.014	0.554
chr9	15003260	15004171	0.019	0.01	0.038	0.02	0.693
chr9	15015236	15016087	0.038	0.017	0.069	0.036	0.79
chr9	15028810	15029741	0.013	0.01	0.019	0.02	-0.077
chr9	15044924	15045814	0.019	0.013	0.031	0.027	0.165
chr9	15169489	15170347	0.006	0.005	0.013	0.015	-0.14
chr9	15238944	15239934	0.006	0.01	0.013	0.02	-0.432
chr9	15251956	15252747	0.006	0.003	0.006	0.007	-0.098
chr9	15279437	15280374	0.013	0.014	0.025	0.028	-0.108
chr9	15301102	15302016	0.006	0.008	0.013	0.017	-0.269
chr9	15305727	15306624	0.019	0.016	0.038	0.032	0.198
chr9	15357379	15358291	0.013	0.032	0.038	0.064	-0.635
chr9	15365622	15366502	0.006	0.009	0.006	0.02	-0.858
chr9	15439155	15440144	0	0.006	0	0.012	-1.113
chr9	15450588	15451511	0.006	0.004	0.006	0.009	-0.209
chr9	15493145	15493904	0.025	0.02	0.044	0.041	0.073
chr9	15494032	15494756	0.031	0.009	0.057	0.017	1.317
chr9	15523012	15523876	0	0.005	0	0.009	-0.913
chr9	15681543	15682415	0.025	0.018	0.05	0.036	0.383
chr9	15684937	15685863	0	0.016	0	0.034	-2.151
chr9	15694704	15695544	0	0.009	0	0.019	-1.539
chr9	15709421	15710296	0.038	0.02	0.075	0.039	0.801
chr9	15774650	15775555	0	0.009	0	0.018	-1.468
chr9	15880044	15880913	0.006	0.006	0.013	0.015	-0.167
chr9	15904084	15904893	0.013	0.005	0.019	0.01	0.547
chr9	15919505	15920370	0.019	0.007	0.05	0.02	1.008
chr9	15977038	15977950	0	0.005	0	0.012	-1.113
chr9	16013908	16014853	0	0.006	0	0.01	-0.983
chr9	16028167	16029072	0	0.008	0	0.019	-1.539
chr9	16107101	16108005	0.025	0.005	0.044	0.008	1.593
chr9	16160499	16161348	0.063	0.003	0.151	0.005	3.458
chr9	16215160	16216043	0.031	0.004	0.075	0.01	2.113
chr9	16231375	16232297	0.025	0.005	0.05	0.011	1.511
chr9	16437666	16438626	0.013	0.006	0.025	0.012	0.701
chr9	16484726	16485664	0	0.005	0	0.012	-1.113
chr9	16711255	16712177	0.013	0.003	0.025	0.007	1.091
chr9	16910450	16911240	0.006	0.004	0.013	0.006	0.493
chr9	17115629	17116457	0.006	0.003	0.013	0.008	0.335
chr9	17118175	17118644	0	0.003	0	0.004	-0.456
chr9	17119624	17120439	0	0.002	0	0.006	-0.682
chr9	17161344	17162267	0.013	0.002	0.044	0.005	1.838
chr9	17560331	17561227	0	0.004	0	0.009	-0.913
chr9	17581036	17581925	0.013	0.006	0.025	0.015	0.472
chr9	17675228	17676056	0	0.006	0	0.011	-1.049
chr9	17944938	17945802	0.013	0.004	0.025	0.006	1.132
chr9	18040775	18041629	0.019	0.002	0.038	0.005	1.704
chr9	18278490	18279350	0.006	0.004	0.013	0.008	0.335
chr9	18290453	18291185	0	0.006	0	0.01	-1.016
chr9	18291756	18292596	0.013	0.026	0.019	0.064	-1.352
chr9	18473146	18474082	0.025	0.027	0.044	0.057	-0.304
chr9	18674402	18675296	0	0.005	0	0.008	-0.877
chr9	18721579	18722431	0.006	0.006	0.013	0.011	0.094
chr9	18744576	18745491	0.006	0.008	0.013	0.014	-0.113
chr9	19617036	19618011	0	0.006	0	0.013	-1.232
chr9	19621630	19622557	0.013	0.035	0.025	0.076	-1.287
chr9	20384714	20385630	0.013	0.01	0.025	0.022	0.122
chr9	20459514	20460343	0.006	0.004	0.013	0.006	0.493
chr9	20466813	20467653	0	0.004	0	0.009	-0.913
chr9	20492346	20493184	0.019	0.005	0.031	0.011	0.97
chr9	20521014	20521963	0	0.006	0	0.014	-1.288
chr9	20544024	20544961	0.006	0.013	0.013	0.027	-0.729
chr9	20580969	20581854	0.025	0.008	0.044	0.018	0.966
chr9	20606891	20607830	0.013	0.005	0.025	0.009	0.901
chr9	20644445	20645295	0	0.004	0	0.007	-0.763
chr9	20651478	20652390	0	0.022	0	0.048	-2.533
chr9	20661700	20662722	0.006	0.006	0.025	0.014	0.526
chr9	20703763	20704701	0	0.004	0	0.008	-0.84
chr9	20727438	20728290	0.019	0.005	0.031	0.013	0.849
chr9	20740138	20741037	0.006	0.007	0.013	0.013	-0.028
chr9	20756750	20757688	0.013	0.007	0.025	0.014	0.554
chr9	20793940	20794798	0	0.008	0	0.018	-1.492
chr9	20803985	20804879	0.006	0.007	0.013	0.014	-0.113
chr9	20816471	20817339	0.013	0.004	0.025	0.007	1.051
chr9	20830680	20831572	0.025	0.014	0.038	0.031	0.231
chr9	20842515	20843358	0.013	0.009	0.025	0.02	0.252
chr9	20861676	20862601	0	0.005	0	0.01	-1.016
chr9	20868535	20869395	0	0.005	0	0.01	-1.016
chr9	20877868	20878779	0.082	0.043	0.17	0.085	0.926
chr9	20887720	20888625	0.013	0.007	0.019	0.016	0.136
chr9	20898147	20899058	0.013	0.009	0.025	0.02	0.207
chr9	20901184	20902069	0.019	0.009	0.038	0.02	0.671
chr9	20916120	20916911	0.006	0.007	0.013	0.014	-0.085
chr9	20952429	20953280	0.019	0.025	0.038	0.046	-0.219
chr9	20972294	20973133	0.031	0.01	0.057	0.022	1.064
chr9	20976419	20977295	0.006	0.006	0.013	0.012	0.062
chr9	21029187	21030027	0	0.005	0	0.01	-0.983
chr9	21030623	21031516	0	0.006	0	0.013	-1.232
chr9	21073058	21073984	0.013	0.009	0.025	0.019	0.298
chr9	21091624	21092529	0.013	0.022	0.025	0.046	-0.66
chr9	21130877	21131752	0.031	0.018	0.088	0.038	1.041
chr9	21149505	21150422	0.006	0.007	0.025	0.016	0.42
chr9	21152430	21153332	0	0.005	0	0.011	-1.049
chr9	21160969	21161873	0.019	0.008	0.038	0.019	0.739
chr9	21168542	21169304	0.006	0.008	0.013	0.013	-0.057
chr9	21183604	21184463	0.013	0.007	0.025	0.014	0.554
chr9	21184912	21185744	0	0.003	0	0.006	-0.682
chr9	21196232	21197104	0.006	0.008	0.013	0.016	-0.193
chr9	21220262	21221172	0.019	0.011	0.038	0.024	0.502
chr9	21238466	21239408	0	0.009	0	0.02	-1.607
chr9	21241099	21242012	0	0.004	0	0.008	-0.877
chr9	21264800	21265680	0.006	0.018	0.013	0.035	-0.991
chr9	21287610	21288473	0.006	0.009	0.013	0.02	-0.387
chr9	21290898	21291821	0.063	0.057	0.132	0.139	-0.069
chr9	21313020	21313879	0.013	0.007	0.025	0.015	0.499
chr9	21320286	21321170	0.006	0.01	0.013	0.019	-0.341
chr9	21357078	21357991	0.006	0.006	0.013	0.012	0.032
chr9	21367293	21368175	0.006	0.009	0.013	0.021	-0.454
chr9	21411589	21412474	0.013	0.004	0.019	0.007	0.766
chr9	21424386	21425277	0.013	0.011	0.019	0.022	-0.163
chr9	21454481	21455372	0.006	0.002	0.013	0.003	0.82
chr9	21509776	21510701	0.025	0.013	0.038	0.032	0.198
chr9	21546121	21546982	0.05	0.051	0.113	0.112	0.019
chr9	21592400	21593310	0.013	0.007	0.019	0.015	0.215
chr9	21601698	21602604	0.006	0.006	0.013	0.011	0.094
chr9	21615558	21616461	0.019	0.015	0.038	0.033	0.166
chr9	21723237	21723795	0.013	0.009	0.019	0.014	0.242
chr9	21723916	21724666	0.019	0.012	0.069	0.023	1.252
chr9	21759982	21760885	0.006	0.011	0.013	0.023	-0.558
chr9	21786665	21787557	0.019	0.004	0.038	0.01	1.239
chr9	21798136	21799000	0	0.012	0	0.023	-1.733
chr9	21804054	21804912	0	0.011	0	0.022	-1.671
chr9	21839889	21840753	0	0.007	0	0.012	-1.113
chr9	21852287	21853207	0.044	0.017	0.113	0.037	1.399
chr9	21901262	21902119	0.013	0.007	0.025	0.015	0.472
chr9	21917809	21918627	0.006	0.004	0.006	0.006	0.022
chr9	21927035	21927918	0.019	0.018	0.05	0.035	0.427
chr9	21936506	21937398	0.019	0.011	0.063	0.025	1.054
chr9	21955422	21956337	0.025	0.02	0.05	0.046	0.118
chr9	21988982	21989837	0.013	0.005	0.019	0.01	0.547
chr9	22002369	22003256	0.038	0.031	0.069	0.071	-0.027
chr9	22054326	22055272	0.013	0.003	0.019	0.007	0.806
chr9	22070608	22071392	0.019	0.026	0.05	0.049	0.025
chr9	22084973	22085880	0	0.02	0	0.042	-2.387
chr9	22095763	22096687	0.006	0.007	0.013	0.017	-0.244
chr9	22116727	22117562	0.025	0.012	0.063	0.021	1.237
chr9	22117919	22118688	0	0.003	0	0.006	-0.64
chr9	22138261	22139144	0.006	0.006	0.013	0.012	0.032
chr9	22143092	22143982	0.006	0.004	0.013	0.007	0.412
chr9	22155258	22155933	0	0.007	0	0.014	-1.288
chr9	22156423	22157288	0.006	0.036	0.013	0.074	-1.894
chr9	22164677	22165527	0.019	0.007	0.031	0.013	0.82
chr9	22187983	22188950	0.006	0.004	0.013	0.007	0.373
chr9	22225382	22226347	0.013	0.01	0.038	0.021	0.605
chr9	22259296	22260212	0	0.004	0	0.009	-0.948
chr9	22327721	22328564	0.019	0.017	0.044	0.031	0.393
chr9	22367743	22368640	0	0.009	0	0.018	-1.492
chr9	22388822	22389745	0.025	0.025	0.044	0.053	-0.211
chr9	22411030	22411953	0.006	0.013	0.013	0.031	-0.849
chr9	22461606	22462489	0.006	0.004	0.013	0.009	0.262
chr9	22467734	22468684	0.019	0.004	0.031	0.008	1.211
chr9	22475255	22476143	0.019	0.017	0.031	0.037	-0.187
chr9	22502714	22503537	0.006	0.005	0.025	0.013	0.611
chr9	22518387	22519232	0	0.007	0	0.014	-1.288
chr9	22532856	22533727	0.013	0.007	0.019	0.014	0.27
chr9	22580382	22581149	0.006	0.006	0.013	0.011	0.126
chr9	22586103	22586968	0	0.002	0	0.006	-0.64
chr9	22624663	22625566	0.013	0.008	0.038	0.016	0.887
chr9	22640634	22641569	0.013	0.003	0.025	0.008	0.937
chr9	22697903	22698699	0.006	0.004	0.013	0.01	0.159
chr9	22708722	22709629	0.013	0.014	0.038	0.027	0.369
chr9	22758215	22759138	0	0.004	0	0.01	-1.016
chr9	22937589	22938550	0	0.007	0	0.014	-1.288
chr9	23005592	23006458	0	0.005	0	0.01	-1.016
chr9	23027431	23028341	0.013	0.01	0.019	0.018	0.037
chr9	23035999	23036839	0	0.004	0	0.008	-0.877
chr9	23083234	23084082	0.019	0.004	0.063	0.009	1.953
chr9	23101914	23102794	0	0.009	0	0.02	-1.607
chr9	23127390	23128266	0	0.011	0	0.023	-1.713
chr9	23134248	23135164	0.013	0.006	0.038	0.013	1.024
chr9	23148532	23149445	0	0.005	0	0.012	-1.113
chr9	23177150	23178009	0	0.012	0	0.026	-1.849
chr9	23204101	23204907	0.006	0.009	0.013	0.02	-0.387
chr9	23212041	23212956	0.031	0.022	0.069	0.046	0.487
chr9	23222828	23223574	0.019	0.013	0.031	0.026	0.202
chr9	23249803	23250684	0.013	0.008	0.019	0.017	0.111
chr9	23436447	23437382	0.006	0.005	0.013	0.01	0.192
chr9	23462983	23463819	0.019	0.008	0.019	0.015	0.188
chr9	23580750	23581689	0.013	0.013	0.038	0.026	0.424
chr9	23693898	23694833	0.006	0.002	0.013	0.005	0.624
chr9	23848899	23849738	0.006	0.004	0.013	0.008	0.335
chr9	24119204	24120117	0.013	0.012	0.025	0.02	0.207
chr9	24205151	24206026	0	0.005	0	0.012	-1.113
chr9	24352007	24352816	0	0.004	0	0.008	-0.84
chr9	24379115	24380007	0.013	0.009	0.038	0.019	0.716
chr9	24469787	24470715	0	0.008	0	0.015	-1.315
chr9	24502847	24503688	0.038	0.044	0.075	0.082	-0.111
chr9	24516522	24517419	0.025	0.017	0.057	0.037	0.511
chr9	24541634	24542611	0.006	0.019	0.013	0.039	-1.119
chr9	24695759	24696695	0	0.005	0	0.008	-0.877
chr9	24763956	24764842	0.006	0.002	0.013	0.003	0.768
chr9	24956392	24957298	0.006	0.004	0.025	0.007	1.012
chr9	25027380	25028285	0	0.007	0	0.016	-1.368
chr9	25041301	25042186	0	0.007	0	0.017	-1.444
chr9	25048294	25049156	0.006	0.004	0.013	0.009	0.227
chr9	25104454	25105414	0.006	0.01	0.006	0.022	-0.988
chr9	25151374	25152303	0.006	0.017	0.013	0.034	-0.961
chr9	25167197	25168107	0.019	0.005	0.044	0.01	1.417
chr9	25174799	25175700	0.006	0.004	0.013	0.008	0.298
chr9	25186823	25187670	0	0.008	0	0.017	-1.444
chr9	25251971	25252833	0	0.007	0	0.013	-1.203
chr9	25317774	25318751	0	0.007	0	0.015	-1.342
chr9	25353503	25354431	0	0.006	0	0.013	-1.203
chr9	25355454	25356365	0.006	0.005	0.013	0.009	0.227
chr9	25377874	25378643	0	0.008	0	0.016	-1.393
chr9	25481114	25481989	0.006	0.016	0.013	0.035	-0.991
chr9	25591863	25592721	0	0.011	0	0.021	-1.629
chr9	25655935	25656786	0.025	0.013	0.063	0.026	1.035
chr9	25693356	25694247	0.025	0.01	0.063	0.02	1.281
chr9	26091983	26092690	0.006	0.003	0.006	0.006	0.022
chr9	26244461	26245387	0.006	0.004	0.013	0.012	0.032
chr9	26435233	26435978	0.006	0.006	0.013	0.011	0.094
chr9	26519777	26520683	0.013	0.006	0.019	0.013	0.356
chr9	26523895	26524867	0	0.007	0	0.014	-1.288
chr9	26632906	26633790	0	0.004	0	0.006	-0.682
chr9	26742496	26743431	0.006	0.006	0.006	0.011	-0.377
chr9	26759884	26760742	0.013	0.007	0.025	0.014	0.526
chr9	26775899	26776803	0.006	0.007	0.025	0.013	0.582
chr9	26806029	26806894	0.013	0.021	0.025	0.044	-0.624
chr9	26999149	27000036	0.025	0.024	0.057	0.054	0.059
chr9	27030307	27031056	0.013	0.012	0.025	0.022	0.122
